doi_norm;inst_full_oa;institution_ror;affiliation_name;oa_full_norm;dc_aff_norm;auto_match;manual_match
10.5281/zenodo.11518844;Centre for Nanomaterials and Biotechnology;https://ror.org/0545qzj69;Centre for Nanomaterials and Biotechnology, Faculty of Science, J. E. Purkyně University;centrefor nanomaterials and biotechnology;centrefor nanomaterials and biotechnology, faculty of science, j. e. purkyne university;auto_substring;
10.5281/zenodo.11518844;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Centre for Nanomaterials and Biotechnology, Faculty of Science, J. E. Purkyně University;janevangelista purkyne university in usti nad labem;centrefor nanomaterials and biotechnology, faculty of science, j. e. purkyne university;;match
10.5281/zenodo.11518844;Jan Evangelista Purkyně University in Ústí nad Labem;https://ror.org/04vjwcp92;Centre for Nanomaterials and Biotechnology, Faculty of Science, J. E. Purkyně University;janevangelista purkyne university in usti nad labem;centrefor nanomaterials and biotechnology, faculty of science, j. e. purkyne university;;match
10.5281/zenodo.12209469;Central European Institute of Technology;https://ror.org/01p7k1986;Department of Neurology, Faculty of Medicine and Centre for Neuroscience at CEITEC Masaryk University, Brno, Czech Republic;centraleuropean institute of technology;departmentof neurology, faculty of medicine and centre for neuroscience at ceitec masaryk university, brno, czech republic;auto_substring;
10.5281/zenodo.12209469;Masaryk University;https://ror.org/02j46qs45;Department of Neurology, Faculty of Medicine and Centre for Neuroscience at CEITEC Masaryk University, Brno, Czech Republic;masarykuniversity;departmentof neurology, faculty of medicine and centre for neuroscience at ceitec masaryk university, brno, czech republic;;match
10.5281/zenodo.13220569;Charles University;https://ror.org/024d6js02;First Department of Medicine-Department of Hematology, Charles University General Hospital in Prague, Czech Republic;charlesuniversity;firstdepartment of medicine-department of hematology, charles university general hospital in prague, czech republic;;match
10.5281/zenodo.13220569;Charles University;https://ror.org/024d6js02;First Department of Medicine-Department of Hematology, Charles University General Hospital in Prague, Czech Republic;charlesuniversity;firstdepartment of medicine-department of hematology, charles university general hospital in prague, czech republic;;match
10.5281/zenodo.13220569;Charles University;https://ror.org/024d6js02;First Department of Medicine-Department of Hematology, Charles University General Hospital in Prague, Czech Republic;charlesuniversity;firstdepartment of medicine-department of hematology, charles university general hospital in prague, czech republic;;match
10.5281/zenodo.13220569;General University Hospital in Prague;https://ror.org/04yg23125;First Department of Medicine-Department of Hematology, Charles University General Hospital in Prague, Czech Republic;generaluniversity hospital in prague;firstdepartment of medicine-department of hematology, charles university general hospital in prague, czech republic;;match?
10.5281/zenodo.13220569;General University Hospital in Prague;https://ror.org/04yg23125;First Department of Medicine-Department of Hematology, Charles University General Hospital in Prague, Czech Republic;generaluniversity hospital in prague;firstdepartment of medicine-department of hematology, charles university general hospital in prague, czech republic;;match?
10.5281/zenodo.13220569;General University Hospital in Prague;https://ror.org/04yg23125;First Department of Medicine-Department of Hematology, Charles University General Hospital in Prague, Czech Republic;generaluniversity hospital in prague;firstdepartment of medicine-department of hematology, charles university general hospital in prague, czech republic;;match?
10.5281/zenodo.13366408;Charles University;https://ror.org/024d6js02;Department of Ecology, Charles University, Prague, Czech Republic & Department of Zoology, Palacky University, Olomouc, Czech Republic;charlesuniversity;departmentof ecology, charles university, prague, czech republic & department of zoology, palacky university, olomouc, czech republic;;match?
10.5281/zenodo.13366408;Charles University;https://ror.org/024d6js02;Department of Ecology, Charles University, Prague, Czech Republic & Department of Zoology, Palacky University, Olomouc, Czech Republic;charlesuniversity;departmentof ecology, charles university, prague, czech republic & department of zoology, palacky university, olomouc, czech republic;;match?
10.5281/zenodo.13366408;Palacký University, Olomouc;https://ror.org/04qxnmv42;Department of Ecology, Charles University, Prague, Czech Republic & Department of Zoology, Palacky University, Olomouc, Czech Republic;palackyuniversity, olomouc;departmentof ecology, charles university, prague, czech republic & department of zoology, palacky university, olomouc, czech republic;;match
10.5281/zenodo.13366408;Palacký University, Olomouc;https://ror.org/04qxnmv42;Department of Ecology, Charles University, Prague, Czech Republic & Department of Zoology, Palacky University, Olomouc, Czech Republic;palackyuniversity, olomouc;departmentof ecology, charles university, prague, czech republic & department of zoology, palacky university, olomouc, czech republic;;match
10.5281/zenodo.13884524;Brno University of Technology;https://ror.org/03613d656;Central European Institute of Technology, Brno University of Technology;brnouniversity of technology;centraleuropean institute of technology, brno university of technology;;match?
10.5281/zenodo.13884524;Brno University of Technology;https://ror.org/03613d656;Central European Institute of Technology, Brno University of Technology;brnouniversity of technology;centraleuropean institute of technology, brno university of technology;;match?
10.5281/zenodo.13884524;Brno University of Technology;https://ror.org/03613d656;Central European Institute of Technology, Brno University of Technology;brnouniversity of technology;centraleuropean institute of technology, brno university of technology;;match?
10.5281/zenodo.13884524;Brno University of Technology;https://ror.org/03613d656;Central European Institute of Technology, Brno University of Technology;brnouniversity of technology;centraleuropean institute of technology, brno university of technology;;match?
10.5281/zenodo.13884524;Brno University of Technology;https://ror.org/03613d656;Central European Institute of Technology, Brno University of Technology;brnouniversity of technology;centraleuropean institute of technology, brno university of technology;;match?
10.5281/zenodo.13884524;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology, Brno University of Technology;centraleuropean institute of technology;centraleuropean institute of technology, brno university of technology;auto_substring;
10.5281/zenodo.13884524;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology, Brno University of Technology;centraleuropean institute of technology;centraleuropean institute of technology, brno university of technology;auto_substring;
10.5281/zenodo.13884524;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology, Brno University of Technology;centraleuropean institute of technology;centraleuropean institute of technology, brno university of technology;auto_substring;
10.5281/zenodo.13884524;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology, Brno University of Technology;centraleuropean institute of technology;centraleuropean institute of technology, brno university of technology;auto_substring;
10.5281/zenodo.13884524;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology, Brno University of Technology;centraleuropean institute of technology;centraleuropean institute of technology, brno university of technology;auto_substring;
10.5281/zenodo.13897315;Brno University of Technology;https://ror.org/03613d656;Czech Academy of Sciences, Institute of Physics of Materials, v. v. i., and  Brno University of Technology, Faculty of Civil Engineering;brnouniversity of technology;czechacademy of sciences, institute of physics of materials, v. v. i., and  brno university of technology, faculty of civil engineering;;match
10.5281/zenodo.13897315;Czech Academy of Sciences;https://ror.org/053avzc18;Czech Academy of Sciences, Institute of Physics of Materials, v. v. i., and  Brno University of Technology, Faculty of Civil Engineering;czechacademy of sciences;czechacademy of sciences, institute of physics of materials, v. v. i., and  brno university of technology, faculty of civil engineering;auto_substring;
10.5281/zenodo.13897315;Brno University of Technology;https://ror.org/03613d656;Czech Academy of Sciences, Institute of Physics of Materials, v. v. i., and Brno University of Technology, Faculty of Civil Engineering;brnouniversity of technology;czechacademy of sciences, institute of physics of materials, v. v. i., and brno university of technology, faculty of civil engineering;;match
10.5281/zenodo.13897315;Czech Academy of Sciences;https://ror.org/053avzc18;Czech Academy of Sciences, Institute of Physics of Materials, v. v. i., and Brno University of Technology, Faculty of Civil Engineering;czechacademy of sciences;czechacademy of sciences, institute of physics of materials, v. v. i., and brno university of technology, faculty of civil engineering;auto_substring;
10.5281/zenodo.13899026;Brno University of Technology;https://ror.org/03613d656;Central European Institute of Technology, Brno University of Technology, Purkyňova 656/123, 61200 Brno, Czech Republic;brnouniversity of technology;centraleuropean institute of technology, brno university of technology, purkynova 656/123, 61200 brno, czech republic;;match?
